step,norm_0,rank_0,norm_1,rank_1,norm_2,rank_2,norm_3,rank_3,norm_4,rank_4,norm_5,rank_5
31,3.267186164855957,22.327152252197266,4.504692554473877,61.9936408996582,6.345958232879639,123.44261169433594,8.907787322998047,243.72622680664062,12.547687530517578,482.42242431640625,2.4569249153137207,9.542366981506348
32,3.2660183906555176,22.329004287719727,4.501101493835449,61.99103927612305,6.340341567993164,123.4183578491211,8.897468566894531,243.6271209716797,12.531620979309082,482.11566162109375,2.4610772132873535,9.53743839263916
33,3.2648818492889404,22.330894470214844,4.497559070587158,61.98820114135742,6.334744453430176,123.39411926269531,8.887150764465332,243.5307159423828,12.515582084655762,481.8134460449219,2.464933156967163,9.533510208129883
34,3.2637717723846436,22.332565307617188,4.494034767150879,61.98533248901367,6.329179763793945,123.3694076538086,8.876832962036133,243.4410858154297,12.49954891204834,481.51165771484375,2.4680533409118652,9.531044006347656
35,3.2626736164093018,22.333789825439453,4.490564823150635,61.98273468017578,6.323676586151123,123.34370422363281,8.866552352905273,243.35345458984375,12.4835844039917,481.2031555175781,2.470367193222046,9.529989242553711
36,3.261568546295166,22.335052490234375,4.487093925476074,61.98019027709961,6.318154335021973,123.31858825683594,8.856255531311035,243.2672576904297,12.467558860778809,480.90130615234375,2.4726078510284424,9.52905559539795
37,3.2604684829711914,22.336362838745117,4.483638763427734,61.97785568237305,6.312643051147461,123.29330444335938,8.845966339111328,243.18328857421875,12.451460838317871,480.6202392578125,2.4744977951049805,9.528297424316406
38,3.259377956390381,22.337623596191406,4.4802117347717285,61.975582122802734,6.307133674621582,123.26797485351562,8.835681915283203,243.10028076171875,12.435373306274414,480.34759521484375,2.4763293266296387,9.52778148651123
39,3.2583487033843994,22.338417053222656,4.476917743682861,61.97339630126953,6.301762104034424,123.24146270751953,8.82547664642334,243.01763916015625,12.419316291809082,480.0659484863281,2.478203535079956,9.527544975280762
40,3.257390022277832,22.33856773376465,4.473727703094482,61.97135543823242,6.296484470367432,123.21308135986328,8.815312385559082,242.93467712402344,12.403299331665039,479.7796630859375,2.480046033859253,9.527824401855469
41,3.256438970565796,22.337373733520508,4.470613956451416,61.96961212158203,6.291360855102539,123.18412017822266,8.805242538452148,242.84909057617188,12.387401580810547,479.48577880859375,2.4816465377807617,9.528585433959961
42,3.255493402481079,22.33545684814453,4.4675469398498535,61.967838287353516,6.2863898277282715,123.15528869628906,8.795226097106934,242.7622528076172,12.371563911437988,479.18682861328125,2.48311710357666,9.52956485748291
43,3.2545554637908936,22.33603286743164,4.464482307434082,61.96559143066406,6.281322956085205,123.12264251708984,8.78514289855957,242.66213989257812,12.355623245239258,478.8821105957031,2.484483003616333,9.53053092956543
44,3.2536978721618652,22.336362838745117,4.461578369140625,61.963260650634766,6.276496410369873,123.08606719970703,8.775157928466797,242.5390625,12.33983039855957,478.5504150390625,2.486538887023926,9.5316801071167
45,3.252629280090332,22.337799072265625,4.4583587646484375,61.96089553833008,6.271125316619873,123.05508422851562,8.76499080657959,242.4564971923828,12.323843955993652,478.2953796386719,2.4873595237731934,9.5333890914917
46,3.2511353492736816,22.33783721923828,4.454949378967285,61.960601806640625,6.265523433685303,123.03829956054688,8.75469970703125,242.4070281982422,12.307482719421387,478.0812683105469,2.4866793155670166,9.535378456115723
47,3.249678373336792,22.337923049926758,4.45155668258667,61.95974349975586,6.260009765625,123.01994323730469,8.74441909790039,242.34796142578125,12.291115760803223,477.81439208984375,2.487367868423462,9.537267684936523
48,3.2483115196228027,22.33928680419922,4.4481000900268555,61.95785140991211,6.254411220550537,123.0008773803711,8.734098434448242,242.2893829345703,12.274632453918457,477.6057434082031,2.4886696338653564,9.538579940795898
49,3.2471277713775635,22.34099006652832,4.44459342956543,61.95501708984375,6.248799800872803,122.97970581054688,8.7237548828125,242.2292022705078,12.258173942565918,477.36553955078125,2.4912333488464355,9.539423942565918
50,3.2460808753967285,22.341768264770508,4.441206455230713,61.95262145996094,6.243412017822266,122.9552001953125,8.713493347167969,242.16590881347656,12.241914749145508,477.02490234375,2.4950435161590576,9.540645599365234
51,3.2450613975524902,22.342588424682617,4.437770843505859,61.94931411743164,6.2379326820373535,122.931396484375,8.703163146972656,242.1064453125,12.225544929504395,476.8797912597656,2.498863697052002,9.54226016998291
52,3.244173049926758,22.343658447265625,4.4344611167907715,61.94621276855469,6.232720375061035,122.9053726196289,8.692935943603516,242.03533935546875,12.209540367126465,476.4917907714844,2.5028908252716064,9.545456886291504
53,3.243250608444214,22.34324836730957,4.431346416473389,61.94506072998047,6.227763652801514,122.87724304199219,8.6827392578125,241.9633331298828,12.193689346313477,476.38092041015625,2.5067615509033203,9.550064086914062
54,3.2423508167266846,22.341875076293945,4.428320407867432,61.94488525390625,6.222926616668701,122.84754180908203,8.672542572021484,241.8926239013672,12.177947044372559,476.2366943359375,2.510200023651123,9.555669784545898
55,3.2415878772735596,22.339595794677734,4.4251508712768555,61.943111419677734,6.217936992645264,122.81901550292969,8.66234016418457,241.822265625,12.162198066711426,475.9797058105469,2.5139567852020264,9.56065559387207
56,3.2409329414367676,22.337400436401367,4.4220123291015625,61.941131591796875,6.213008403778076,122.79032135009766,8.652173042297363,241.75137329101562,12.146535873413086,475.62896728515625,2.51870059967041,9.565568923950195
57,3.2402679920196533,22.336009979248047,4.4188408851623535,61.93965530395508,6.207968235015869,122.76245880126953,8.641976356506348,241.68348693847656,12.130775451660156,475.4087829589844,2.5237925052642822,9.569429397583008
58,3.2395458221435547,22.336395263671875,4.415613651275635,61.93764877319336,6.202777862548828,122.73658752441406,8.631729125976562,241.6211395263672,12.11487102508545,475.2501220703125,2.529237747192383,9.573029518127441
59,3.238840341567993,22.3378963470459,4.412476062774658,61.936702728271484,6.1976752281188965,122.70779418945312,8.621540069580078,241.5552520751953,12.098930358886719,475.0466613769531,2.535217046737671,9.5764741897583
60,3.2379913330078125,22.338119506835938,4.409549236297607,61.9383544921875,6.1927361488342285,122.6769027709961,8.611274719238281,241.49801635742188,12.083048820495605,474.8299255371094,2.540440320968628,9.58049201965332
61,3.237128734588623,22.33799171447754,4.406610488891602,61.939537048339844,6.18778657913208,122.64491271972656,8.601028442382812,241.43951416015625,12.067203521728516,474.58636474609375,2.545410633087158,9.584588050842285
62,3.2361347675323486,22.337438583374023,4.403541088104248,61.94122314453125,6.18254280090332,122.61561584472656,8.590679168701172,241.3888702392578,12.051149368286133,474.39947509765625,2.549835681915283,9.588603973388672
63,3.2349979877471924,22.33711814880371,4.400195121765137,61.941280364990234,6.176940441131592,122.59363555908203,8.580227851867676,241.3490447998047,12.034917831420898,474.2452392578125,2.55353045463562,9.592047691345215
64,3.2339065074920654,22.338045120239258,4.396857738494873,61.941162109375,6.171474456787109,122.57095336914062,8.56985092163086,241.301513671875,12.018754005432129,474.07928466796875,2.5582096576690674,9.59553337097168
65,3.232835054397583,22.33892822265625,4.393536567687988,61.940895080566406,6.166024684906006,122.5473403930664,8.559478759765625,241.25250244140625,12.002577781677246,473.91497802734375,2.563105344772339,9.598848342895508
66,3.2318625450134277,22.339792251586914,4.390363693237305,61.940956115722656,6.1608123779296875,122.52034759521484,8.549193382263184,241.17958068847656,11.98662281036377,473.70709228515625,2.568392515182495,9.602568626403809
67,3.2309153079986572,22.340181350708008,4.387265205383301,61.941131591796875,6.155695915222168,122.49195861816406,8.538996696472168,241.0998992919922,11.970762252807617,473.49212646484375,2.573408603668213,9.606525421142578
68,3.2300705909729004,22.340452194213867,4.3841681480407715,61.94007110595703,6.1507158279418945,122.46316528320312,8.528820037841797,241.0579376220703,11.955058097839355,473.2560119628906,2.578821897506714,9.610969543457031
69,3.2292728424072266,22.34054946899414,4.380979061126709,61.93611145019531,6.14561653137207,122.43701171875,8.518621444702148,241.03323364257812,11.93925952911377,473.02655029296875,2.5839169025421143,9.61562442779541
70,3.2285728454589844,22.3408203125,4.377845287322998,61.93058776855469,6.140519142150879,122.41097259521484,8.508421897888184,241.00047302246094,11.923466682434082,472.80352783203125,2.5890519618988037,9.619688034057617
71,3.227818250656128,22.340564727783203,4.3747100830078125,61.92323684692383,6.135350704193115,122.38418579101562,8.498149871826172,240.959228515625,11.907635688781738,472.6049499511719,2.5938031673431396,9.62350082397461
72,3.2270636558532715,22.34021759033203,4.3715949058532715,61.91535186767578,6.13023042678833,122.35839080810547,8.48791217803955,240.91200256347656,11.891818046569824,472.40374755859375,2.598391056060791,9.627082824707031
73,3.226245164871216,22.33928108215332,4.368576526641846,61.90856170654297,6.125227451324463,122.33056640625,8.477715492248535,240.85147094726562,11.876131057739258,472.20330810546875,2.603001117706299,9.630645751953125
74,3.2254903316497803,22.338764190673828,4.365633964538574,61.901214599609375,6.120386600494385,122.30181121826172,8.4675874710083,240.7880859375,11.86060905456543,471.9606628417969,2.607914686203003,9.634143829345703
75,3.224764108657837,22.338775634765625,4.362601280212402,61.89383316040039,6.115391731262207,122.27498626708984,8.457428932189941,240.74928283691406,11.844955444335938,471.7235107421875,2.6128487586975098,9.637490272521973
76,3.2239365577697754,22.338897705078125,4.359368801116943,61.885894775390625,6.109994411468506,122.25452423095703,8.447171211242676,240.70623779296875,11.829061508178711,471.5278625488281,2.617051601409912,9.640657424926758
77,3.2230849266052246,22.338796615600586,4.356132507324219,61.877662658691406,6.104555130004883,122.23511505126953,8.437006950378418,240.65780639648438,11.813117027282715,471.3752136230469,2.6213343143463135,9.643811225891113
78,3.222194194793701,22.337581634521484,4.35313606262207,61.872528076171875,6.099371910095215,122.21302795410156,8.426835060119629,240.60743713378906,11.797379493713379,471.2293701171875,2.62398099899292,9.646812438964844
79,3.221168041229248,22.33526039123535,4.3500776290893555,61.867515563964844,6.094034194946289,122.19292449951172,8.41653060913086,240.56326293945312,11.781563758850098,471.07794189453125,2.6260604858398438,9.649747848510742
80,3.2200958728790283,22.332965850830078,4.346807956695557,61.86161422729492,6.088488578796387,122.1752700805664,8.406076431274414,240.52392578125,11.7655668258667,470.9285888671875,2.6279590129852295,9.651549339294434
81,3.2192492485046387,22.331602096557617,4.343628406524658,61.85594940185547,6.083230018615723,122.15599060058594,8.395773887634277,240.47140502929688,11.749773979187012,470.7341613769531,2.629953622817993,9.653507232666016
82,3.2185966968536377,22.330392837524414,4.340615272521973,61.85093688964844,6.07828950881958,122.13291931152344,8.385647773742676,240.40628051757812,11.734301567077637,470.49945068359375,2.6324803829193115,9.655924797058105
83,3.2179508209228516,22.328853607177734,4.337630748748779,61.84545135498047,6.073432922363281,122.10986328125,8.375529289245605,240.33544921875,11.718836784362793,470.2764892578125,2.635493040084839,9.658721923828125
84,3.2171051502227783,22.328062057495117,4.334591388702393,61.84049606323242,6.068410396575928,122.089599609375,8.365314483642578,240.26669311523438,11.703296661376953,470.10699462890625,2.6380677223205566,9.660981178283691
85,3.215771198272705,22.325321197509766,4.331329345703125,61.835899353027344,6.0628662109375,122.0765609741211,8.354926109313965,240.1577606201172,11.687298774719238,469.9803466796875,2.637878179550171,9.66342830657959
86,3.2145185470581055,22.322744369506836,4.328057289123535,61.83079528808594,6.057406902313232,122.06363677978516,8.344661712646484,240.06582641601562,11.671343803405762,469.8199157714844,2.637831687927246,9.666536331176758
87,3.2132320404052734,22.320072174072266,4.324685573577881,61.82472229003906,6.051938056945801,122.05345153808594,8.334420204162598,239.98159790039062,11.65538501739502,469.6431884765625,2.6385304927825928,9.669431686401367
88,3.2119967937469482,22.31758689880371,4.321293830871582,61.81785583496094,6.046513080596924,122.0464096069336,8.324210166931152,239.89234924316406,11.639479637145996,469.4486389160156,2.6404082775115967,9.672076225280762
89,3.2109200954437256,22.315326690673828,4.318068504333496,61.81175231933594,6.0413312911987305,122.04000854492188,8.314115524291992,239.74826049804688,11.623773574829102,469.23175048828125,2.6423182487487793,9.674633979797363
90,3.2101404666900635,22.312559127807617,4.315179347991943,61.80801010131836,6.036553382873535,122.01615142822266,8.304159164428711,239.536865234375,11.608463287353516,468.98681640625,2.6440601348876953,9.677778244018555
91,3.209489345550537,22.310714721679688,4.312407493591309,61.80411911010742,6.0319013595581055,121.97863006591797,8.294249534606934,239.48558044433594,11.593198776245117,468.7386474609375,2.645543098449707,9.680471420288086
92,3.2087061405181885,22.308496475219727,4.309385776519775,61.798492431640625,6.026950359344482,121.94612121582031,8.284136772155762,239.48728942871094,11.577723503112793,468.50982666015625,2.6462533473968506,9.682907104492188
93,3.207714319229126,22.307283401489258,4.306077003479004,61.79133224487305,6.021698951721191,121.91292572021484,8.273959159851074,239.46731567382812,11.56198787689209,468.3016662597656,2.6468443870544434,9.684797286987305
94,3.2067372798919678,22.306516647338867,4.30277156829834,61.78349304199219,6.016526222229004,121.90199279785156,8.26381778717041,239.40634155273438,11.546168327331543,468.1072082519531,2.647484064102173,9.687042236328125
95,3.205855131149292,22.305709838867188,4.299604892730713,61.7779541015625,6.011448860168457,121.90019226074219,8.253683090209961,239.33294677734375,11.530357360839844,467.9197692871094,2.647846221923828,9.689610481262207
96,3.205068588256836,22.30535316467285,4.296478271484375,61.7717399597168,6.006511688232422,121.89008331298828,8.243606567382812,239.26095581054688,11.514547348022461,467.7301330566406,2.648893356323242,9.692036628723145
97,3.204277276992798,22.30518341064453,4.293327331542969,61.76634979248047,6.001513481140137,121.87217712402344,8.2335205078125,239.18350219726562,11.49876880645752,467.5609130859375,2.6496639251708984,9.694726943969727
98,3.2035694122314453,22.305124282836914,4.29022741317749,61.76213836669922,5.996610164642334,121.8493423461914,8.223456382751465,239.10549926757812,11.483080863952637,467.3304138183594,2.650815010070801,9.697371482849121
99,3.202895402908325,22.305091857910156,4.287200450897217,61.7588996887207,5.991778373718262,121.82511901855469,8.213445663452148,239.0255889892578,11.46745777130127,467.1096496582031,2.652554512023926,9.700039863586426
100,3.202287435531616,22.305912017822266,4.284174919128418,61.75495147705078,5.987045764923096,121.80054473876953,8.203506469726562,238.93408203125,11.451958656311035,466.886962890625,2.655123233795166,9.703150749206543
101,3.201727867126465,22.306427001953125,4.2811970710754395,61.7521858215332,5.982284069061279,121.77342987060547,8.193567276000977,238.84193420410156,11.436500549316406,466.6654968261719,2.65766978263855,9.706406593322754
102,3.201099157333374,22.307750701904297,4.278058052062988,61.74871063232422,5.977371692657471,121.75357055664062,8.183469772338867,238.78419494628906,11.420984268188477,466.4630432128906,2.65932297706604,9.709193229675293
103,3.2004799842834473,22.307926177978516,4.274965763092041,61.74550247192383,5.97234582901001,121.73249816894531,8.173399925231934,238.725341796875,11.405494689941406,466.2440185546875,2.6603941917419434,9.711990356445312
104,3.1998307704925537,22.307048797607422,4.271852016448975,61.741085052490234,5.967326641082764,121.71090698242188,8.163363456726074,238.67434692382812,11.390055656433105,466.0748291015625,2.6619937419891357,9.714380264282227
105,3.199246644973755,22.305885314941406,4.268819332122803,61.73719787597656,5.962440013885498,121.68821716308594,8.153410911560059,238.6192626953125,11.374651908874512,465.863525390625,2.6638436317443848,9.716578483581543
106,3.1985020637512207,22.304672241210938,4.265623569488525,61.73249053955078,5.95738410949707,121.66848754882812,8.143322944641113,238.57228088378906,11.359140396118164,465.6518859863281,2.665163040161133,9.71854019165039
107,3.1977670192718506,22.30498504638672,4.262376308441162,61.72774887084961,5.952417850494385,121.64778137207031,8.133295059204102,238.5151824951172,11.34359359741211,465.4347839355469,2.6673829555511475,9.720009803771973
108,3.197131395339966,22.30616569519043,4.259182929992676,61.72383499145508,5.947537422180176,121.62567901611328,8.123310089111328,238.44786071777344,11.328079223632812,465.2022705078125,2.67044734954834,9.721363067626953
109,3.19655179977417,22.307170867919922,4.256092071533203,61.718597412109375,5.942697048187256,121.60851287841797,8.11328125,238.38055419921875,11.312566757202148,464.990234375,2.6728415489196777,9.722939491271973
110,3.1960697174072266,22.30809783935547,4.253082275390625,61.71418380737305,5.938017845153809,121.58660125732422,8.103341102600098,238.31246948242188,11.29715633392334,464.81201171875,2.6753695011138916,9.724822044372559
111,3.195620536804199,22.310340881347656,4.250070095062256,61.710296630859375,5.933259010314941,121.56514739990234,8.09335708618164,238.24668884277344,11.28175163269043,464.64447021484375,2.6773061752319336,9.72710132598877
112,3.1952426433563232,22.31282615661621,4.247137069702148,61.70659255981445,5.928685665130615,121.54173278808594,8.083486557006836,238.1761474609375,11.266375541687012,464.4685974121094,2.6799986362457275,9.729689598083496
113,3.1949164867401123,22.314762115478516,4.244275093078613,61.70573806762695,5.924088001251221,121.51687622070312,8.073532104492188,238.11154174804688,11.250972747802734,464.3339538574219,2.6821959018707275,9.732749938964844
114,3.1945717334747314,22.317066192626953,4.241382598876953,61.70388412475586,5.919507026672363,121.49410247802734,8.063591957092285,238.0457000732422,11.235593795776367,464.1119384765625,2.6852989196777344,9.735882759094238
115,3.194106101989746,22.320871353149414,4.238409519195557,61.6983528137207,5.914895057678223,121.4733657836914,8.053732872009277,237.9794158935547,11.22033405303955,463.9395751953125,2.6890103816986084,9.738917350769043
116,3.193727493286133,22.324447631835938,4.235530376434326,61.69467544555664,5.910472393035889,121.4475326538086,8.043893814086914,237.91293334960938,11.205103874206543,463.56585693359375,2.6930277347564697,9.741936683654785
117,3.1933984756469727,22.328044891357422,4.232752799987793,61.6928825378418,5.90625,121.41950988769531,8.033988952636719,237.85450744628906,11.18964958190918,463.4774475097656,2.696462631225586,9.744640350341797
118,3.1929163932800293,22.331378936767578,4.229899883270264,61.689849853515625,5.90183162689209,121.39073944091797,8.024069786071777,237.79429626464844,11.174276351928711,463.2732849121094,2.700223207473755,9.747393608093262
119,3.1924452781677246,22.334392547607422,4.2270612716674805,61.686763763427734,5.89742374420166,121.36278533935547,8.014195442199707,237.73226928710938,11.158885955810547,463.10186767578125,2.704110860824585,9.750469207763672
120,3.191697359085083,22.336618423461914,4.224061965942383,61.682350158691406,5.892646312713623,121.34172058105469,8.004141807556152,237.68194580078125,11.14348030090332,462.94293212890625,2.7076575756073,9.75345230102539
121,3.190727710723877,22.338214874267578,4.220937728881836,61.676116943359375,5.8875017166137695,121.32707977294922,7.994053363800049,237.62449645996094,11.127939224243164,462.8016662597656,2.7110579013824463,9.75674057006836
122,3.189927816390991,22.34010124206543,4.217944145202637,61.67137908935547,5.882580757141113,121.3063735961914,7.984050750732422,237.55697631835938,11.1124849319458,462.6818542480469,2.7152903079986572,9.759651184082031
123,3.189222812652588,22.34163475036621,4.215007781982422,61.666587829589844,5.877816200256348,121.28080749511719,7.9741973876953125,237.4756622314453,11.097272872924805,462.55169677734375,2.720608949661255,9.762346267700195
124,3.1883411407470703,22.34310531616211,4.211973667144775,61.66132354736328,5.872744083404541,121.26271057128906,7.964250564575195,237.40579223632812,11.081832885742188,462.44207763671875,2.7254388332366943,9.76440143585205
125,3.1874847412109375,22.345129013061523,4.208958148956299,61.6563835144043,5.867696762084961,121.24403381347656,7.954293251037598,237.3372039794922,11.066332817077637,462.302734375,2.7303805351257324,9.766674041748047
126,3.186720848083496,22.3480281829834,4.206030368804932,61.65182876586914,5.862707138061523,121.23079681396484,7.944243431091309,237.2423858642578,11.0506591796875,462.17755126953125,2.733407735824585,9.76907730102539
127,3.1859521865844727,22.35088348388672,4.203113079071045,61.64677047729492,5.8577470779418945,121.21720886230469,7.934245586395264,237.0768280029297,11.035134315490723,462.0036926269531,2.737147569656372,9.771268844604492
128,3.185001850128174,22.352130889892578,4.2000274658203125,61.6393928527832,5.852554798126221,121.20709228515625,7.924137115478516,237.05682373046875,11.019583702087402,461.8612060546875,2.740791082382202,9.773382186889648
129,3.1842386722564697,22.35319709777832,4.197021961212158,61.63228225708008,5.847681045532227,121.19137573242188,7.9141645431518555,237.04100036621094,11.004228591918945,461.7176208496094,2.7456371784210205,9.775530815124512
